,id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
15502,15502,10.0,Yes,1.0,4.0,Yes,1.0,5.0,Introvert
15503,15503,0.0,No,7.0,7.0,No,9.0,10.0,Extrovert
15504,15504,4.0,No,3.0,7.0,No,13.0,8.0,Introvert
15505,15505,1.0,No,9.0,4.0,No,9.0,5.0,Extrovert
15506,15506,1.0,No,8.0,5.0,No,6.0,5.0,Extrovert
15507,15507,0.0,No,10.0,6.0,No,11.0,8.0,Extrovert
15508,15508,11.0,Yes,0.0,0.0,Yes,0.0,3.0,Introvert
15509,15509,11.0,Yes,2.0,2.0,Yes,0.0,5.0,Introvert
15510,15510,1.0,No,6.0,7.0,No,12.0,10.0,Extrovert
15511,15511,1.0,No,9.0,5.0,No,5.0,9.0,Extrovert
15512,15512,2.0,No,5.0,4.0,No,12.0,3.0,Extrovert
15513,15513,2.0,No,7.0,5.0,No,13.0,8.0,Extrovert
15514,15514,0.0,No,7.0,7.0,No,14.0,5.0,Extrovert
15515,15515,2.0,Yes,0.0,1.0,Yes,0.0,2.0,Introvert
15516,15516,9.0,Yes,3.0,1.0,Yes,0.0,0.0,Introvert
15517,15517,3.0,No,6.0,4.0,No,14.0,6.0,Extrovert
15518,15518,8.0,Yes,3.0,1.0,Yes,1.0,3.0,Introvert
15519,15519,9.0,No,2.0,0.0,Yes,2.0,1.0,Introvert
15520,15520,3.0,No,6.0,3.0,No,9.0,4.0,Extrovert
15521,15521,0.0,No,5.0,4.0,No,8.0,3.0,Extrovert
15522,15522,1.0,No,3.0,6.0,No,8.0,7.0,Extrovert
15523,15523,1.0,No,6.0,3.0,No,11.0,5.0,Extrovert
15524,15524,3.0,No,6.0,3.0,No,8.0,8.0,Extrovert
15525,15525,2.0,No,4.0,7.0,No,10.0,7.0,Extrovert
15526,15526,2.0,No,5.0,5.0,No,8.0,7.0,Extrovert
15527,15527,3.0,Yes,3.0,2.0,Yes,4.0,1.0,Introvert
15528,15528,4.0,No,6.0,4.0,No,13.0,8.0,Extrovert
15529,15529,1.0,No,9.0,7.0,No,11.0,6.0,Extrovert
15530,15530,1.0,No,9.0,5.0,No,8.0,6.0,Extrovert
15531,15531,0.0,No,4.0,3.0,No,7.0,6.0,Extrovert
15532,15532,0.0,No,5.0,3.0,No,9.0,6.0,Extrovert
15533,15533,1.0,No,5.0,6.0,No,10.0,6.0,Extrovert
15534,15534,2.0,No,6.0,6.0,No,12.0,3.0,Extrovert
15535,15535,3.0,No,7.0,7.0,No,9.0,9.0,Extrovert
15536,15536,2.0,Yes,2.0,0.0,Yes,4.0,5.0,Introvert
15537,15537,9.0,Yes,5.0,3.0,Yes,5.0,3.0,Extrovert
15538,15538,0.0,No,7.0,7.0,No,10.0,6.0,Extrovert
15539,15539,0.0,No,6.0,4.0,No,11.0,6.0,Extrovert
15540,15540,7.0,Yes,3.0,0.0,Yes,8.0,0.0,Extrovert
15541,15541,3.0,No,9.0,3.0,No,10.0,8.0,Extrovert
15542,15542,7.0,Yes,0.0,1.0,Yes,0.0,0.0,Introvert
15543,15543,1.0,No,4.0,7.0,No,13.0,9.0,Extrovert
15544,15544,3.0,No,5.0,7.0,No,5.0,6.0,Extrovert
15545,15545,0.0,No,4.0,3.0,No,9.0,5.0,Extrovert
15546,15546,2.0,No,6.0,4.0,No,11.0,5.0,Extrovert
15547,15547,1.0,No,6.0,5.0,No,13.0,8.0,Extrovert
15548,15548,5.0,Yes,1.0,1.0,Yes,3.0,1.0,Introvert
15549,15549,2.0,No,7.0,6.0,No,10.0,3.0,Extrovert
15550,15550,1.0,No,10.0,6.0,No,10.0,3.0,Extrovert
15551,15551,0.0,No,6.0,3.0,No,15.0,9.0,Extrovert
15552,15552,3.0,Yes,3.0,0.0,Yes,0.0,5.0,Introvert
15553,15553,2.0,No,7.0,5.0,No,11.0,6.0,Extrovert
15554,15554,7.0,Yes,2.0,0.0,Yes,0.0,5.0,Introvert
15555,15555,2.0,No,4.0,7.0,No,11.0,8.0,Extrovert
15556,15556,0.0,No,6.0,5.0,No,11.0,6.0,Extrovert
15557,15557,8.0,Yes,3.0,3.0,Yes,1.0,0.0,Introvert
15558,15558,3.0,No,7.0,7.0,No,6.0,7.0,Extrovert
15559,15559,1.0,No,4.0,7.0,No,7.0,8.0,Extrovert
15560,15560,2.0,No,4.0,4.0,No,5.0,5.0,Extrovert
15561,15561,1.0,No,5.0,3.0,No,9.0,8.0,Extrovert
15562,15562,3.0,No,6.0,5.0,No,9.0,5.0,Extrovert
15563,15563,1.0,No,6.0,7.0,No,9.0,5.0,Extrovert
15564,15564,6.0,Yes,1.0,3.0,Yes,2.0,0.0,Introvert
15565,15565,3.0,No,5.0,4.0,No,13.0,4.0,Extrovert
15566,15566,4.0,Yes,2.0,2.0,Yes,4.0,5.0,Introvert
15567,15567,3.0,No,8.0,6.0,No,6.0,4.0,Extrovert
15568,15568,7.0,Yes,1.0,1.0,Yes,0.0,5.0,Extrovert
15569,15569,3.0,No,4.0,3.0,No,9.0,6.0,Extrovert
15570,15570,2.0,Yes,3.0,0.0,Yes,3.0,0.0,Introvert
15571,15571,3.0,No,10.0,3.0,No,12.0,8.0,Extrovert
15572,15572,1.0,No,4.0,6.0,No,7.0,9.0,Extrovert
15573,15573,2.0,No,8.0,5.0,No,5.0,6.0,Extrovert
15574,15574,0.0,Yes,7.0,6.0,No,5.0,6.0,Extrovert
15575,15575,10.0,Yes,3.0,1.0,Yes,3.0,1.0,Introvert
15576,15576,0.0,No,5.0,5.0,No,6.0,9.0,Extrovert
15577,15577,10.0,Yes,1.0,1.0,Yes,8.0,0.0,Introvert
15578,15578,2.0,No,7.0,3.0,No,7.0,4.0,Extrovert
15579,15579,0.0,No,6.0,4.0,No,12.0,10.0,Extrovert
15580,15580,0.0,No,4.0,5.0,No,11.0,7.0,Extrovert
15581,15581,1.0,No,8.0,7.0,No,12.0,3.0,Extrovert
15582,15582,2.0,No,9.0,6.0,No,6.0,6.0,Extrovert
15583,15583,0.0,No,6.0,4.0,No,8.0,8.0,Extrovert
15584,15584,1.0,No,8.0,7.0,No,8.0,4.0,Extrovert
15585,15585,3.0,No,7.0,7.0,No,8.0,3.0,Extrovert
15586,15586,1.0,No,9.0,3.0,No,13.0,5.0,Extrovert
15587,15587,2.0,No,8.0,7.0,No,9.0,8.0,Extrovert
15588,15588,10.0,Yes,2.0,2.0,Yes,3.0,2.0,Introvert
15589,15589,2.0,No,5.0,5.0,No,15.0,9.0,Introvert
15590,15590,4.0,Yes,1.0,2.0,Yes,5.0,1.0,Introvert
15591,15591,0.0,No,9.0,5.0,No,6.0,8.0,Extrovert
15592,15592,3.0,No,9.0,3.0,No,3.0,6.0,Extrovert
15593,15593,3.0,No,8.0,6.0,No,10.0,10.0,Extrovert
15594,15594,1.0,No,6.0,4.0,No,5.0,5.0,Extrovert
15595,15595,6.0,Yes,2.0,2.0,Yes,2.0,3.0,Introvert
15596,15596,2.0,No,6.0,4.0,No,14.0,6.0,Extrovert
15597,15597,5.0,Yes,3.0,2.0,No,2.0,1.0,Introvert
15598,15598,9.0,Yes,0.0,3.0,Yes,1.0,3.0,Introvert
15599,15599,1.0,No,8.0,5.0,No,10.0,10.0,Extrovert
15600,15600,1.0,No,9.0,5.0,No,7.0,6.0,Extrovert
15601,15601,2.0,No,6.0,5.0,No,7.0,4.0,Extrovert
15602,15602,2.0,No,9.0,6.0,No,13.0,4.0,Extrovert
15603,15603,1.0,No,6.0,5.0,No,11.0,3.0,Extrovert
15604,15604,0.0,No,9.0,6.0,No,14.0,6.0,Extrovert
15605,15605,8.0,Yes,1.0,4.0,Yes,4.0,0.0,Introvert
15606,15606,8.0,Yes,1.0,2.0,Yes,3.0,1.0,Introvert
15607,15607,0.0,No,3.0,3.0,No,8.0,4.0,Extrovert
15608,15608,2.0,No,4.0,4.0,No,9.0,10.0,Extrovert
15609,15609,10.0,Yes,3.0,4.0,Yes,2.0,0.0,Introvert
15610,15610,2.0,No,8.0,7.0,No,8.0,8.0,Extrovert
15611,15611,4.0,No,5.0,4.0,No,10.0,7.0,Extrovert
15612,15612,0.0,No,8.0,6.0,No,7.0,7.0,Extrovert
15613,15613,2.0,No,4.0,4.0,No,11.0,6.0,Extrovert
15614,15614,0.0,No,8.0,5.0,No,13.0,3.0,Extrovert
15615,15615,2.0,No,7.0,3.0,No,14.0,6.0,Extrovert
15616,15616,7.0,Yes,3.0,0.0,Yes,4.0,5.0,Introvert
15617,15617,1.0,No,8.0,4.0,No,15.0,9.0,Extrovert
15618,15618,2.0,No,3.0,6.0,No,9.0,5.0,Extrovert
15619,15619,3.0,No,9.0,5.0,No,11.0,10.0,Extrovert
15620,15620,5.0,Yes,5.0,0.0,Yes,2.0,0.0,Introvert
15621,15621,3.0,No,4.0,4.0,No,6.0,10.0,Extrovert
15622,15622,3.0,No,5.0,7.0,No,11.0,4.0,Extrovert
15623,15623,8.0,Yes,1.0,0.0,Yes,0.0,2.0,Introvert
15624,15624,4.0,No,8.0,4.0,No,11.0,5.0,Extrovert
15625,15625,3.0,No,4.0,4.0,No,9.0,5.0,Extrovert
15626,15626,0.0,No,7.0,6.0,No,7.0,9.0,Extrovert
15627,15627,4.0,No,4.0,7.0,No,14.0,6.0,Extrovert
15628,15628,3.0,No,4.0,6.0,No,7.0,4.0,Extrovert
15629,15629,1.0,No,4.0,4.0,No,7.0,10.0,Extrovert
15630,15630,10.0,Yes,0.0,1.0,Yes,5.0,0.0,Introvert
15631,15631,3.0,No,5.0,7.0,No,12.0,7.0,Extrovert
15632,15632,2.0,No,5.0,4.0,No,12.0,4.0,Extrovert
15633,15633,4.0,Yes,0.0,2.0,Yes,1.0,2.0,Introvert
15634,15634,1.0,No,5.0,6.0,No,15.0,8.0,Extrovert
15635,15635,3.0,No,10.0,5.0,No,11.0,9.0,Extrovert
15636,15636,2.0,No,9.0,4.0,No,8.0,5.0,Extrovert
15637,15637,1.0,No,4.0,7.0,No,5.0,8.0,Extrovert
15638,15638,2.0,No,6.0,4.0,No,6.0,3.0,Extrovert
15639,15639,2.0,No,10.0,4.0,No,10.0,10.0,Extrovert
15640,15640,0.0,No,5.0,4.0,No,10.0,4.0,Extrovert
15641,15641,2.0,No,4.0,6.0,No,11.0,9.0,Extrovert
15642,15642,3.0,No,8.0,7.0,No,13.0,10.0,Extrovert
15643,15643,5.0,Yes,0.0,1.0,No,1.0,1.0,Introvert
15644,15644,0.0,No,7.0,6.0,No,8.0,5.0,Extrovert
15645,15645,8.0,Yes,0.0,0.0,No,3.0,0.0,Introvert
15646,15646,2.0,No,8.0,7.0,No,12.0,4.0,Extrovert
15647,15647,1.0,No,8.0,7.0,No,10.0,5.0,Extrovert
15648,15648,11.0,Yes,1.0,3.0,Yes,2.0,2.0,Extrovert
15649,15649,2.0,No,4.0,6.0,No,14.0,5.0,Extrovert
15650,15650,0.0,No,9.0,3.0,No,5.0,4.0,Extrovert
15651,15651,8.0,Yes,0.0,0.0,No,2.0,0.0,Introvert
15652,15652,3.0,No,6.0,4.0,No,5.0,4.0,Extrovert
15653,15653,3.0,No,8.0,5.0,No,5.0,4.0,Extrovert
15654,15654,0.0,No,7.0,7.0,No,3.0,7.0,Introvert
15655,15655,0.0,No,7.0,3.0,No,13.0,4.0,Extrovert
15656,15656,0.0,No,5.0,3.0,No,14.0,4.0,Extrovert
15657,15657,8.0,No,3.0,1.0,No,4.0,0.0,Introvert
15658,15658,2.0,No,7.0,7.0,No,5.0,7.0,Extrovert
15659,15659,1.0,No,6.0,6.0,No,15.0,7.0,Extrovert
15660,15660,8.0,Yes,0.0,0.0,Yes,0.0,1.0,Introvert
15661,15661,0.0,No,7.0,5.0,No,7.0,7.0,Extrovert
15662,15662,0.0,No,8.0,4.0,No,8.0,3.0,Extrovert
15663,15663,3.0,Yes,1.0,0.0,Yes,3.0,2.0,Introvert
15664,15664,0.0,No,6.0,7.0,No,7.0,8.0,Extrovert
15665,15665,0.0,No,4.0,7.0,No,11.0,8.0,Extrovert
15666,15666,3.0,No,5.0,6.0,No,8.0,3.0,Extrovert
15667,15667,3.0,No,8.0,5.0,No,11.0,8.0,Extrovert
15668,15668,3.0,No,4.0,6.0,No,11.0,8.0,Extrovert
15669,15669,0.0,No,4.0,7.0,No,12.0,3.0,Extrovert
15670,15670,0.0,No,6.0,6.0,No,12.0,9.0,Extrovert
15671,15671,2.0,No,5.0,7.0,No,13.0,3.0,Extrovert
15672,15672,3.0,No,4.0,3.0,No,13.0,9.0,Extrovert
15673,15673,2.0,No,4.0,3.0,No,4.0,4.0,Extrovert
15674,15674,4.0,No,7.0,6.0,No,8.0,9.0,Extrovert
15675,15675,8.0,Yes,0.0,2.0,No,2.0,2.0,Introvert
15676,15676,10.0,No,7.0,6.0,No,5.0,6.0,Introvert
15677,15677,2.0,No,6.0,6.0,No,12.0,7.0,Extrovert
15678,15678,1.0,No,6.0,5.0,No,5.0,9.0,Introvert
15679,15679,2.0,No,6.0,6.0,No,8.0,7.0,Extrovert
15680,15680,2.0,No,3.0,4.0,No,8.0,6.0,Extrovert
15681,15681,2.0,No,4.0,4.0,No,10.0,5.0,Extrovert
15682,15682,11.0,Yes,2.0,3.0,Yes,1.0,0.0,Introvert
15683,15683,0.0,No,6.0,6.0,No,13.0,7.0,Introvert
15684,15684,8.0,Yes,3.0,1.0,Yes,1.0,0.0,Introvert
15685,15685,8.0,Yes,3.0,3.0,Yes,8.0,3.0,Introvert
15686,15686,0.0,No,8.0,3.0,No,8.0,7.0,Extrovert
15687,15687,7.0,No,2.0,1.0,Yes,1.0,2.0,Introvert
15688,15688,4.0,Yes,1.0,2.0,No,3.0,0.0,Introvert
15689,15689,3.0,No,4.0,5.0,No,8.0,6.0,Extrovert
15690,15690,11.0,Yes,3.0,0.0,Yes,1.0,0.0,Introvert
15691,15691,0.0,No,5.0,6.0,No,10.0,9.0,Extrovert
15692,15692,1.0,No,8.0,3.0,No,10.0,7.0,Extrovert
15693,15693,1.0,No,9.0,5.0,No,7.0,7.0,Extrovert
15694,15694,1.0,No,4.0,3.0,No,6.0,3.0,Extrovert
15695,15695,4.0,No,8.0,5.0,No,11.0,8.0,Extrovert
15696,15696,11.0,Yes,1.0,1.0,No,2.0,1.0,Introvert
15697,15697,2.0,No,5.0,5.0,No,9.0,3.0,Extrovert
15698,15698,4.0,No,6.0,4.0,No,8.0,7.0,Extrovert
15699,15699,1.0,No,9.0,4.0,No,15.0,3.0,Extrovert
15700,15700,2.0,No,4.0,4.0,No,10.0,3.0,Extrovert
15701,15701,11.0,Yes,1.0,1.0,Yes,3.0,1.0,Introvert
15702,15702,8.0,Yes,0.0,0.0,Yes,8.0,0.0,Introvert
15703,15703,9.0,Yes,5.0,2.0,Yes,4.0,0.0,Introvert
15704,15704,1.0,No,4.0,7.0,No,15.0,5.0,Extrovert
15705,15705,10.0,Yes,0.0,2.0,No,2.0,2.0,Introvert
15706,15706,0.0,No,8.0,3.0,No,12.0,8.0,Extrovert
15707,15707,4.0,No,2.0,0.0,Yes,2.0,1.0,Introvert
15708,15708,2.0,No,4.0,3.0,No,9.0,3.0,Extrovert
15709,15709,10.0,Yes,5.0,1.0,Yes,2.0,1.0,Extrovert
15710,15710,2.0,Yes,2.0,1.0,Yes,5.0,1.0,Introvert
15711,15711,1.0,No,8.0,7.0,No,12.0,9.0,Extrovert
15712,15712,1.0,No,7.0,5.0,No,14.0,6.0,Extrovert
15713,15713,10.0,Yes,0.0,1.0,Yes,8.0,0.0,Introvert
15714,15714,4.0,Yes,3.0,0.0,Yes,5.0,0.0,Introvert
15715,15715,8.0,Yes,0.0,3.0,Yes,2.0,0.0,Introvert
15716,15716,0.0,No,10.0,4.0,No,8.0,9.0,Extrovert
15717,15717,1.0,No,5.0,6.0,No,14.0,7.0,Extrovert
15718,15718,1.0,No,3.0,5.0,No,12.0,6.0,Extrovert
15719,15719,2.0,No,9.0,4.0,No,10.0,7.0,Extrovert
15720,15720,3.0,No,6.0,3.0,No,10.0,8.0,Extrovert
15721,15721,1.0,No,9.0,3.0,No,12.0,6.0,Extrovert
15722,15722,5.0,Yes,2.0,4.0,Yes,3.0,2.0,Introvert
15723,15723,1.0,No,6.0,7.0,No,15.0,9.0,Extrovert
15724,15724,2.0,No,9.0,4.0,No,8.0,3.0,Extrovert
15725,15725,1.0,No,7.0,5.0,No,13.0,4.0,Extrovert
15726,15726,3.0,No,6.0,7.0,No,9.0,9.0,Extrovert
15727,15727,2.0,No,3.0,5.0,No,13.0,4.0,Extrovert
15728,15728,11.0,Yes,1.0,4.0,Yes,0.0,2.0,Introvert
15729,15729,2.0,No,5.0,4.0,No,11.0,5.0,Extrovert
15730,15730,0.0,No,6.0,7.0,No,7.0,4.0,Extrovert
15731,15731,1.0,No,5.0,4.0,No,15.0,3.0,Extrovert
15732,15732,1.0,No,5.0,6.0,No,12.0,5.0,Extrovert
15733,15733,9.0,Yes,2.0,2.0,Yes,4.0,1.0,Introvert
15734,15734,1.0,No,5.0,6.0,No,13.0,9.0,Extrovert
15735,15735,4.0,No,10.0,7.0,No,6.0,8.0,Extrovert
15736,15736,0.0,No,5.0,5.0,No,13.0,9.0,Extrovert
15737,15737,2.0,No,4.0,4.0,No,11.0,6.0,Extrovert
15738,15738,5.0,Yes,3.0,3.0,Yes,4.0,3.0,Introvert
15739,15739,1.0,No,8.0,5.0,No,14.0,3.0,Extrovert
15740,15740,2.0,No,8.0,5.0,No,8.0,3.0,Extrovert
15741,15741,1.0,No,3.0,6.0,No,15.0,5.0,Extrovert
15742,15742,7.0,Yes,0.0,0.0,Yes,0.0,5.0,Introvert
15743,15743,2.0,No,6.0,7.0,No,5.0,5.0,Introvert
15744,15744,2.0,No,5.0,4.0,No,10.0,5.0,Extrovert
15745,15745,7.0,Yes,2.0,1.0,Yes,3.0,3.0,Introvert
15746,15746,1.0,No,7.0,4.0,No,13.0,3.0,Extrovert
15747,15747,3.0,No,6.0,3.0,No,5.0,6.0,Extrovert
15748,15748,11.0,Yes,0.0,4.0,Yes,3.0,0.0,Introvert
15749,15749,0.0,No,6.0,6.0,No,4.0,8.0,Extrovert
15750,15750,2.0,No,9.0,4.0,No,15.0,7.0,Extrovert
15751,15751,3.0,No,5.0,6.0,No,9.0,7.0,Extrovert
15752,15752,0.0,No,7.0,7.0,No,14.0,8.0,Extrovert
15753,15753,1.0,No,9.0,7.0,No,7.0,9.0,Extrovert
15754,15754,2.0,No,7.0,6.0,No,9.0,6.0,Extrovert
15755,15755,2.0,No,4.0,5.0,No,7.0,4.0,Extrovert
15756,15756,2.0,No,8.0,6.0,No,13.0,4.0,Extrovert
15757,15757,9.0,No,5.0,0.0,Yes,2.0,0.0,Introvert
15758,15758,0.0,No,10.0,4.0,No,12.0,5.0,Extrovert
15759,15759,0.0,No,9.0,7.0,No,11.0,8.0,Extrovert
15760,15760,3.0,No,6.0,7.0,No,6.0,5.0,Extrovert
15761,15761,2.0,No,8.0,7.0,No,11.0,4.0,Extrovert
15762,15762,1.0,No,3.0,4.0,No,10.0,5.0,Extrovert
15763,15763,1.0,No,7.0,4.0,No,15.0,4.0,Extrovert
15764,15764,7.0,Yes,1.0,2.0,Yes,4.0,1.0,Introvert
15765,15765,3.0,No,5.0,7.0,No,12.0,3.0,Extrovert
15766,15766,1.0,No,7.0,4.0,No,14.0,4.0,Extrovert
15767,15767,2.0,No,5.0,4.0,No,14.0,10.0,Extrovert
15768,15768,3.0,No,8.0,7.0,No,15.0,3.0,Extrovert
15769,15769,10.0,Yes,5.0,2.0,Yes,4.0,1.0,Introvert
15770,15770,11.0,Yes,1.0,3.0,Yes,3.0,0.0,Introvert
15771,15771,1.0,No,8.0,7.0,No,10.0,6.0,Extrovert
15772,15772,4.0,No,9.0,3.0,No,7.0,7.0,Extrovert
15773,15773,1.0,No,4.0,3.0,No,13.0,9.0,Extrovert
15774,15774,0.0,No,7.0,6.0,No,12.0,3.0,Extrovert
15775,15775,3.0,No,5.0,5.0,No,14.0,6.0,Extrovert
15776,15776,1.0,No,9.0,5.0,No,5.0,8.0,Extrovert
15777,15777,3.0,No,5.0,4.0,No,9.0,9.0,Extrovert
15778,15778,1.0,No,9.0,7.0,No,6.0,10.0,Extrovert
15779,15779,0.0,No,6.0,4.0,No,12.0,3.0,Extrovert
15780,15780,1.0,No,9.0,3.0,No,14.0,7.0,Extrovert
15781,15781,2.0,No,6.0,7.0,No,14.0,9.0,Extrovert
15782,15782,2.0,No,4.0,4.0,No,11.0,4.0,Extrovert
15783,15783,4.0,No,9.0,6.0,No,9.0,9.0,Extrovert
15784,15784,1.0,No,5.0,3.0,No,9.0,7.0,Extrovert
15785,15785,2.0,No,5.0,7.0,No,6.0,10.0,Extrovert
15786,15786,5.0,Yes,2.0,1.0,Yes,0.0,0.0,Introvert
15787,15787,3.0,No,3.0,4.0,No,5.0,4.0,Extrovert
15788,15788,9.0,Yes,0.0,1.0,No,1.0,2.0,Introvert
15789,15789,0.0,No,7.0,4.0,No,13.0,10.0,Extrovert
15790,15790,1.0,No,5.0,5.0,No,8.0,5.0,Extrovert
15791,15791,2.0,No,10.0,5.0,No,12.0,4.0,Extrovert
15792,15792,7.0,No,2.0,1.0,Yes,3.0,1.0,Introvert
15793,15793,2.0,No,4.0,7.0,No,15.0,7.0,Extrovert
15794,15794,11.0,Yes,1.0,0.0,Yes,8.0,2.0,Introvert
15795,15795,0.0,No,3.0,5.0,No,14.0,6.0,Extrovert
15796,15796,1.0,No,4.0,5.0,No,6.0,8.0,Extrovert
15797,15797,2.0,No,9.0,3.0,No,12.0,3.0,Extrovert
15798,15798,10.0,Yes,1.0,4.0,Yes,3.0,0.0,Introvert
15799,15799,3.0,No,6.0,4.0,No,10.0,8.0,Extrovert
15800,15800,3.0,No,9.0,3.0,No,12.0,10.0,Extrovert
15801,15801,2.0,No,7.0,7.0,No,7.0,5.0,Extrovert
15802,15802,0.0,No,6.0,3.0,No,10.0,5.0,Extrovert
15803,15803,4.0,No,3.0,0.0,Yes,3.0,0.0,Introvert
15804,15804,3.0,No,4.0,3.0,No,11.0,4.0,Extrovert
15805,15805,4.0,No,7.0,6.0,No,14.0,3.0,Extrovert
15806,15806,4.0,No,9.0,5.0,No,10.0,3.0,Extrovert
15807,15807,2.0,No,5.0,7.0,No,8.0,7.0,Extrovert
15808,15808,8.0,Yes,3.0,1.0,No,5.0,0.0,Introvert
15809,15809,9.0,Yes,2.0,4.0,Yes,3.0,1.0,Introvert
15810,15810,5.0,Yes,2.0,1.0,Yes,0.0,3.0,Introvert
15811,15811,0.0,No,8.0,6.0,No,15.0,8.0,Extrovert
15812,15812,2.0,No,7.0,6.0,No,14.0,6.0,Extrovert
15813,15813,6.0,Yes,2.0,3.0,Yes,5.0,3.0,Introvert
15814,15814,6.0,No,3.0,0.0,Yes,4.0,0.0,Introvert
15815,15815,3.0,No,6.0,6.0,No,11.0,6.0,Extrovert
15816,15816,10.0,Yes,1.0,0.0,Yes,0.0,2.0,Introvert
15817,15817,4.0,No,5.0,3.0,No,14.0,5.0,Extrovert
15818,15818,3.0,No,7.0,5.0,No,11.0,4.0,Extrovert
15819,15819,2.0,No,10.0,6.0,No,4.0,6.0,Extrovert
15820,15820,3.0,No,6.0,6.0,No,11.0,4.0,Extrovert
15821,15821,2.0,No,6.0,3.0,No,11.0,6.0,Extrovert
15822,15822,1.0,No,7.0,5.0,No,4.0,10.0,Extrovert
15823,15823,1.0,No,6.0,4.0,No,4.0,7.0,Extrovert
15824,15824,1.0,No,7.0,6.0,No,8.0,5.0,Extrovert
15825,15825,3.0,No,9.0,6.0,No,8.0,3.0,Extrovert
15826,15826,1.0,No,4.0,7.0,No,14.0,3.0,Extrovert
15827,15827,5.0,Yes,2.0,1.0,Yes,2.0,3.0,Introvert
15828,15828,11.0,Yes,3.0,4.0,Yes,1.0,3.0,Introvert
15829,15829,3.0,Yes,3.0,4.0,Yes,0.0,1.0,Introvert
15830,15830,2.0,No,9.0,4.0,No,14.0,6.0,Extrovert
15831,15831,10.0,Yes,3.0,1.0,Yes,1.0,5.0,Introvert
15832,15832,0.0,No,5.0,7.0,No,10.0,9.0,Extrovert
15833,15833,3.0,No,4.0,6.0,No,12.0,3.0,Extrovert
15834,15834,0.0,No,7.0,7.0,No,8.0,7.0,Extrovert
15835,15835,0.0,No,4.0,5.0,No,15.0,6.0,Extrovert
15836,15836,7.0,Yes,0.0,0.0,Yes,8.0,2.0,Introvert
15837,15837,2.0,No,7.0,3.0,No,10.0,5.0,Extrovert
15838,15838,0.0,No,6.0,7.0,No,13.0,7.0,Extrovert
15839,15839,2.0,No,4.0,3.0,No,10.0,4.0,Extrovert
15840,15840,2.0,No,5.0,5.0,No,12.0,7.0,Extrovert
15841,15841,0.0,No,7.0,4.0,No,9.0,5.0,Extrovert
15842,15842,0.0,No,7.0,7.0,No,14.0,4.0,Extrovert
15843,15843,2.0,No,8.0,4.0,No,12.0,3.0,Extrovert
15844,15844,2.0,No,8.0,4.0,No,15.0,8.0,Extrovert
15845,15845,3.0,No,7.0,4.0,No,14.0,5.0,Extrovert
15846,15846,3.0,No,7.0,5.0,No,8.0,9.0,Extrovert
15847,15847,7.0,No,0.0,1.0,Yes,3.0,0.0,Introvert
15848,15848,8.0,Yes,1.0,4.0,Yes,3.0,0.0,Introvert
15849,15849,7.0,Yes,5.0,2.0,Yes,2.0,5.0,Introvert
15850,15850,2.0,No,4.0,6.0,No,6.0,10.0,Extrovert
15851,15851,3.0,No,5.0,6.0,No,6.0,7.0,Extrovert
15852,15852,2.0,No,9.0,6.0,No,11.0,9.0,Extrovert
15853,15853,8.0,No,7.0,5.0,No,12.0,6.0,Extrovert
15854,15854,3.0,No,8.0,5.0,No,9.0,6.0,Extrovert
15855,15855,10.0,Yes,1.0,0.0,No,4.0,1.0,Introvert
15856,15856,4.0,No,2.0,3.0,Yes,3.0,1.0,Introvert
15857,15857,2.0,No,6.0,3.0,No,14.0,5.0,Extrovert
15858,15858,2.0,No,6.0,5.0,No,12.0,9.0,Extrovert
15859,15859,3.0,No,4.0,6.0,No,6.0,8.0,Extrovert
15860,15860,4.0,No,5.0,7.0,No,10.0,8.0,Extrovert
15861,15861,3.0,No,9.0,4.0,No,15.0,3.0,Extrovert
15862,15862,4.0,No,9.0,4.0,No,5.0,5.0,Extrovert
15863,15863,2.0,No,9.0,7.0,No,13.0,7.0,Extrovert
15864,15864,3.0,No,6.0,3.0,No,15.0,8.0,Extrovert
15865,15865,4.0,No,6.0,5.0,No,13.0,4.0,Extrovert
15866,15866,3.0,No,8.0,5.0,No,11.0,5.0,Extrovert
15867,15867,2.0,No,4.0,5.0,No,8.0,5.0,Extrovert
15868,15868,7.0,Yes,1.0,2.0,No,5.0,0.0,Introvert
15869,15869,2.0,No,7.0,6.0,No,8.0,3.0,Extrovert
15870,15870,3.0,No,5.0,3.0,No,11.0,6.0,Extrovert
15871,15871,2.0,No,9.0,4.0,No,8.0,6.0,Extrovert
15872,15872,0.0,No,6.0,5.0,No,14.0,5.0,Extrovert
15873,15873,3.0,No,8.0,4.0,No,8.0,4.0,Extrovert
15874,15874,2.0,No,7.0,5.0,No,12.0,6.0,Extrovert
15875,15875,2.0,No,6.0,7.0,No,8.0,9.0,Extrovert
15876,15876,2.0,No,5.0,7.0,No,13.0,10.0,Extrovert
15877,15877,3.0,No,9.0,7.0,No,7.0,5.0,Extrovert
15878,15878,9.0,No,0.0,1.0,Yes,4.0,2.0,Introvert
15879,15879,2.0,No,9.0,3.0,No,7.0,5.0,Extrovert
15880,15880,2.0,No,5.0,7.0,No,10.0,10.0,Extrovert
15881,15881,3.0,No,4.0,4.0,No,11.0,5.0,Extrovert
